Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
37308,Pusad,25,F,SC,Tailoring,none,60000.0,3500.0,0,2,1.0,T2,3,600.0,1.0,1.0,Apparels,12,12,8000.0
25813,Balasore,32,F,General,Tailoring,Others,14400.0,4150.0,0,2,1.0,T2,4,280.0,1.0,1.0,Apparels,12,12,8000.0
37579,Gwalior,39,F,Obc,Education Loan,none,120000.0,8000.0,0,3,1.0,R,5,250.0,1.0,1.0,Education Loan,12,12,20000.0
8089,Nagpur,24,F,,Tailoring,,0.0,4500.0,0,0,1.0,T1,0,0.0,0.0,,Apparels,12,50,5000.0
29486,SANDESHKHALI,36,F,ST,Fish rearing,Daily wage labourer,60000.0,3800.0,0,2,1.0,R,4,900.0,1.0,1.0,Meat Businesses,12,12,10000.0
19320,Bahoriband,39,F,OBC,Beedi rolling business,none,60000.0,4000.0,0,3,1.0,T2,2,625.0,0.0,0.5,Tobacco Related Activities,12,12,5000.0
31340,SANDESHKHALI,27,M,S.C,Grocery store,Daily wage labourer,60000.0,4400.0,0,0,1.0,R,3,650.0,1.0,1.0,Agro Based Businesses,12,12,7000.0
9884,Birapurushottampur,40,F,,Milk business,,0.0,3500.0,0,0,1.0,,0,0.0,0.0,,Animal husbandry,12,12,5000.0
10400,Joynagar,36,F,,Artificial Flower Making,,0.0,4300.0,0,0,1.0,T1,0,0.0,0.0,,Flower Business,12,51,5000.0
27276,Santipur,53,F,S.c,Handloom Work,none,60000.0,3200.0,1,0,1.0,R,3,700.0,1.0,0.5,Handicrafts,12,50,15000.0
13623,D. Barasat,26,F,GC,Vegetable cultivation,none,9600.0,4000.0,0,1,1.0,T1,3,300.0,1.0,0.5,Farming/ Agriculture,12,50,5000.0
24235,Shanti Pur,48,F,Schduled Cast,Saree business,none,60000.0,3000.0,0,0,1.0,T1,2,400.0,1.0,1.0,Apparels,12,50,15000.0
32493,Bahoriband,38,F,ST,Cow Rearing,none,48000.0,2200.0,0,1,1.0,T2,2,300.0,0.0,0.5,Animal husbandry,12,12,10000.0
20559,PUSAD,28,F,NT,Mess Work,none,48000.0,2500.0,0,2,1.0,T2,2,600.0,1.0,1.0,Eateries,12,12,7500.0
33917,Hunsur,31,F,okkaliga,Banana Cultivation,Agriculture,36000.0,4000.0,0,1,1.0,T2,2,600.0,1.0,1.0,Farming/ Agriculture,12,12,10000.0
30671,Pusad,38,F,OBC,School,none,60000.0,2000.0,0,1,1.0,T2,2,200.0,1.0,1.0,Education Loan,12,12,10000.0
8643,Balanga,44,F,,Coir work,,0.0,3800.0,0,0,1.0,T1,0,0.0,0.0,,Handicrafts,12,12,5000.0
2067,Daspalla,40,F,OBC,General store,none,8400.0,3000.0,0,1,1.0,R,3,600.0,1.0,0.5,Retail Store,12,12,5000.0
23756,Bahoriband,35,F,OBC,Goat rearing,none,45000.0,3200.0,0,3,1.0,T2,2,300.0,0.0,0.5,Meat Businesses,12,12,8000.0
1072,Kumardhubi,30,M,Hindu,Vegetable vendor,none,48000.0,4000.0,0,0,1.0,T1,1,1200.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
7077,PUSAD,25,F,MUSLIM,Tailoring,none,18000.0,2000.0,0,0,1.0,T2,2,200.0,1.0,0.5,Apparels,12,12,7500.0
16235,Parola,43,M,Open,Cash crops,none,48000.0,2000.0,0,3,1.0,T2,2,600.0,1.0,1.0,Farming/ Agriculture,12,12,10000.0
26608,Imphal,39,F,OBC,Weaver,none,48000.0,2500.0,1,3,1.0,T2,5,1400.0,1.0,0.5,Apparels,12,12,8000.0
1721,Nabadwip,19,F,Minority,Handloom Work,none,24000.0,2500.0,0,2,1.0,R,4,500.0,1.0,0.5,Handicrafts,12,12,5000.0
35967,Gwalior,27,F,Sc,Tailoring,none,104000.0,8400.0,0,3,1.0,T2,2,500.0,1.0,1.0,Apparels,12,12,12000.0
37605,Gwalior,41,F,Obc,Education Loan,none,96000.0,7000.0,0,2,1.0,T2,4,300.0,1.0,1.0,Education Loan,12,12,10000.0
35079,Suelpur,38,F,Minority,Goat rearing,Others,60000.0,5000.0,0,1,1.0,R,4,200.0,1.0,1.0,Meat Businesses,12,12,8000.0
24016,Mathurapur,38,F,S.C,Embroidery work,none,14400.0,4200.0,0,1,1.0,T1,3,300.0,1.0,0.5,Handicrafts,12,50,15000.0
33119,Churachandpur,54,F,S.T.,Petty shop,none,56000.0,2000.0,0,0,1.0,T1,3,1800.0,1.0,0.5,Retail Store,12,12,12000.0
25155,Muzaffarpur,40,F,OBC,Goat rearing,Agriculture,40000.0,3000.0,0,1,1.0,R,4,3520.0,1.0,1.0,Meat Businesses,12,12,10000.0
9959,Pusad,28,F,,Tailoring,,0.0,2500.0,0,0,1.0,T2,0,0.0,0.0,,Apparels,12,12,5000.0
17622,Sandeshkhali-1,23,F,Minority,Grocery store,none,70000.0,5400.0,0,2,1.0,T1,4,1000.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
18539,,42,F,NT,Buffalo rearing,Daily wage labourer,96000.0,7000.0,0,1,1.0,T1,3,600.0,0.0,0.5,Animal husbandry,12,12,15000.0
20882,Joynagar,23,F,GC,Tailoring,none,12000.0,4200.0,0,1,1.0,R,3,320.0,1.0,0.5,Apparels,12,50,8000.0
18513,Kumardhubi,29,F,Muslim,Saree business,none,55000.0,3000.0,0,2,1.0,T1,4,500.0,1.0,1.0,Apparels,12,12,5000.0
26307,GWALIOR,40,F,SC,Fruits business,none,55000.0,3000.0,0,1,1.0,T1,1,480.0,1.0,1.0,Agro Based Businesses,12,12,8000.0
28326,Santipur,25,F,S.c,Handloom Work,none,60000.0,3000.0,0,2,1.0,T1,4,900.0,1.0,1.0,Handicrafts,12,50,8000.0
3879,Vadakkencherry,30,F,Ezhava,Cloth business,none,72000.0,5300.0,0,2,1.0,T1,2,3.0,1.0,0.5,Apparels,12,50,7500.0
4981,Mathurapur,46,F,G.C,Poultry farm,none,14400.0,4300.0,0,3,1.0,T1,3,300.0,1.0,0.5,Meat Businesses,12,50,8000.0
12799,Wadhwan,45,F,,Milk business,,0.0,5000.0,0,0,1.0,R,0,0.0,0.0,,Animal husbandry,12,12,5000.0
17124,Bahoriband,31,F,OBC,Cow Rearing,none,48000.0,3000.0,0,3,1.0,T2,1,625.0,0.0,0.5,Animal husbandry,12,12,5000.0
11801,Biromal,23,F,,General store,,0.0,3000.0,0,0,1.0,T1,0,0.0,0.0,,Retail Store,12,12,5000.0
29859,Pune,55,F,Maratha,Grocery store,none,108000.0,4000.0,1,2,1.0,R,6,150.0,1.0,1.0,Agro Based Businesses,12,12,12000.0
37226,Pusad,30,F,Muslim,Rangoli color business,none,36000.0,2500.0,0,2,1.0,T2,3,300.0,1.0,1.0,Business Services - II,12,12,8000.0
18963,Sambalpur,37,F,General,Cloth business,Others,48000.0,3700.0,0,3,0.0,T1,5,0.0,1.0,1.0,Apparels,12,12,8000.0
31517,,38,F,OBC,Vegetable cultivation,none,49000.0,1500.0,0,3,1.0,R,5,900.0,0.0,1.0,Farming/ Agriculture,12,12,9000.0
34146,,43,F,OBC,Cow Rearing,none,60000.0,4000.0,0,0,1.0,R,3,750.0,0.0,1.0,Animal husbandry,12,12,12000.0
16250,PUSAD,32,F,Muslim,Tailoring,none,24000.0,3800.0,0,3,1.0,T2,2,300.0,1.0,1.0,Apparels,12,12,10000.0
17508,Kozhinjampara,37,F,OBC,Cash crops,none,62400.0,4300.0,0,2,1.0,T1,2,4.0,1.0,1.0,Farming/ Agriculture,12,50,10000.0
20903,Sambalpur,44,F,OBC,Fruits business,Agriculture,36000.0,2000.0,0,1,1.0,T1,5,200.0,0.0,0.5,Agro Based Businesses,12,12,10000.0
13769,Niligiri,40,F,General,Banana Cultivation,Others,8400.0,3700.0,0,1,1.0,T2,3,250.0,0.0,1.0,Farming/ Agriculture,12,12,7500.0
32679,,48,F,OBC,Betel shop,none,34800.0,2500.0,0,1,1.0,R,3,900.0,0.0,1.0,Tobacco Related Activities,12,12,15000.0
2570,Bishnupur,43,F,General,School,none,12000.0,2200.0,0,2,1.0,T1,4,1330.0,1.0,0.5,Education Loan,12,12,5900.0
2224,Nabadwip,24,F,Minority,Handloom Work,Others,48000.0,3800.0,0,1,1.0,T2,3,550.0,1.0,0.5,Handicrafts,12,12,5000.0
32718,Nanjnagud,30,F,Nayaka,Vegetable cultivation,Agriculture,48000.0,4000.0,0,2,1.0,T1,4,500.0,1.0,1.0,Farming/ Agriculture,12,12,10000.0
29514,Pusad,45,F,SC,Tailoring,none,24000.0,3000.0,0,0,1.0,T2,3,600.0,1.0,1.0,Apparels,12,12,12000.0
26571,Imphal,44,F,OBC,Embroidery work,Agriculture,38400.0,1500.0,0,0,1.0,T2,4,350.0,1.0,0.5,Handicrafts,12,12,12000.0
27289,Bahoriband,32,F,ST,Goat rearing,none,48000.0,2500.0,0,1,1.0,T2,1,400.0,0.0,0.5,Meat Businesses,12,12,12000.0
26125,Mathurapur,21,F,S.C,Rice business,none,14200.0,3700.0,0,2,1.0,T1,4,400.0,1.0,0.5,Agro Based Businesses,12,50,15000.0
33492,Imphal,58,F,OBC,Weaver,none,53000.0,1500.0,0,0,1.0,T2,3,1800.0,1.0,1.0,Apparels,12,12,8000.0
10778,Puri,40,F,,Betel shop,,0.0,3000.0,0,0,1.0,T1,0,0.0,0.0,,Tobacco Related Activities,12,12,7500.0
4627,vadakkencherry,43,F,Ezhava,Bag Making,Agriculture,72000.0,5000.0,0,0,1.0,T1,3,8.0,1.0,0.5,Handicrafts,12,50,7500.0
1480,NUAPADA,38,F,ST,Poultry farm,Daily wage labourer,36000.0,3000.0,0,2,1.0,T1,2,210.0,1.0,0.5,Meat Businesses,12,12,4000.0
16482,Dhule,42,F,OBC,Tailoring,none,60000.0,2500.0,0,1,1.0,R,2,600.0,1.0,1.0,Apparels,12,12,10000.0
39269,Pusad,39,F,Sc,Goat rearing,none,60000.0,3500.0,0,2,1.0,T2,3,200.0,1.0,1.0,Meat Businesses,12,12,8000.0
39422,KODANGAL MANDAL,50,F,BC,Gram cultivation,none,81000.0,6583.0,0,1,1.0,T1,5,400.0,0.0,0.5,Farming/ Agriculture,6,6,6000.0
20190,Policeline,28,F,Minority,Saree business,Others,14400.0,4000.0,0,1,1.0,T2,3,340.0,0.0,1.0,Apparels,12,12,8000.0
26056,Muzaffarpur,25,F,Mynirity,Tailoring,Daily wage labourer,48000.0,3000.0,0,2,1.0,R,4,200.0,1.0,1.0,Apparels,12,50,8000.0
16084,Chirkunda,41,F,Muslim,Saree business,none,36000.0,4500.0,0,3,1.0,R,6,600.0,1.0,1.0,Apparels,12,12,8000.0
3373,Muzaffarpur,45,F,Nuniya,Pottery making,none,96000.0,6000.0,0,1,1.0,T1,3,130.0,1.0,0.5,Handicrafts,12,50,5000.0
16475,Dhule,45,F,OBC,Tailoring,none,60000.0,2500.0,0,0,0.0,R,2,700.0,1.0,0.5,Apparels,12,12,10000.0
11986,Vadakkenchery,40,F,,Tailoring,,0.0,4000.0,0,0,1.0,R,0,0.0,0.0,,Apparels,12,50,7500.0
423,Muzaffarpur,32,F,OBC,Grocery store,Daily wage labourer,72000.0,4500.0,0,1,1.0,T2,3,350.0,1.0,0.5,Agro Based Businesses,12,50,5000.0
23905,Shantipur,44,F,General,Cow Rearing,none,60000.0,3500.0,0,1,1.0,T1,3,600.0,1.0,1.0,Animal husbandry,12,50,10000.0
36542,Digras,50,F,Muslim,Bangles business,none,48000.0,2000.0,0,0,1.0,T2,3,200.0,1.0,1.0,Artifical Jewellry Selling,12,12,5000.0
25751,Joynagar,41,F,General,Saree business,none,14400.0,5000.0,0,0,1.0,T1,3,350.0,1.0,0.5,Apparels,12,50,12000.0
18498,Kumardhubi,33,F,Muslim,Tailoring,none,18000.0,3500.0,0,1,1.0,R,3,500.0,1.0,1.0,Apparels,12,12,5000.0
35217,Pusad,32,F,OBC,Buffalo rearing,none,60000.0,3500.0,0,3,1.0,T2,4,500.0,1.0,1.0,Animal husbandry,12,12,15000.0
6304,Mathurapur,30,F,SC,Grocery store,none,12000.0,4500.0,0,2,1.0,T1,4,350.0,1.0,0.5,Agro Based Businesses,12,50,5000.0
14660,Gocharan,27,F,GC,Saree business,none,12000.0,4200.0,0,1,1.0,T1,3,300.0,1.0,0.5,Apparels,12,50,8000.0
18427,Gocharan,33,F,General,Goat rearing,none,14400.0,4100.0,0,1,1.0,R,4,400.0,1.0,0.5,Meat Businesses,12,50,10000.0
21721,Sandeshkhali,20,F,ST,Fish rearing,Daily wage labourer,54000.0,3000.0,0,0,1.0,T1,2,1000.0,1.0,1.0,Meat Businesses,12,12,5000.0
38302,Pusad,30,F,ST,Tailoring,none,78000.0,3500.0,0,2,1.0,T2,3,300.0,1.0,1.0,Apparels,12,12,8000.0
12535,Itawa Ward,40,F,,Goat rearing,,0.0,1500.0,0,0,1.0,T2,0,0.0,0.0,,Meat Businesses,12,12,5000.0
26681,Santipur,25,F,S.c,Handloom Work,none,54000.0,3000.0,0,0,1.0,T1,3,600.0,1.0,0.5,Handicrafts,12,50,12000.0
1152,Kolkata,30,F,Gen,Artificial Jewellery Business,none,36000.0,7500.0,0,2,1.0,T1,4,400.0,1.0,0.5,Artifical Jewellry Selling,12,12,5000.0
11151,Tukaram bapu ward,30,F,,Tailoring,,0.0,1700.0,0,0,1.0,T2,0,0.0,0.0,,Apparels,12,12,5000.0
1557,Bihar Sharif,25,F,sc,Book store,Agriculture,25000.0,2000.0,0,2,1.0,R,4,10200.0,1.0,0.5,Retail Store,12,12,5000.0
34119,INDORE,33,F,Meeda,Tailoring,Daily wage labourer,110400.0,7000.0,0,3,0.0,R,4,120.0,1.0,1.0,Apparels,12,12,7500.0
34789,Indore,44,F,Braman,Ayurvedic herb business,none,120000.0,7000.0,1,1,1.0,T1,3,400.0,1.0,0.5,Agro Based Businesses,12,12,8000.0
772,Mathurapur,42,F,S.C,Rice business,none,42000.0,3300.0,0,0,1.0,T2,3,320.0,1.0,0.5,Agro Based Businesses,12,50,8000.0
9279,Kodumur,35,F,,Sweets shop,,0.0,6000.0,0,0,1.0,T1,0,0.0,0.0,,Eateries,12,50,5000.0
19378,Mathurapur,30,F,GC,Poultry farm,none,14400.0,4200.0,0,2,1.0,R,4,510.0,1.0,0.5,Meat Businesses,12,50,12000.0
15077,Bohriband,50,F,ST,Grocery store,Agriculture,48000.0,2500.0,0,0,1.0,T2,1,400.0,0.0,0.5,Agro Based Businesses,12,12,5000.0
29445,Pusad,25,F,SC,Tailoring,none,24000.0,3500.0,0,3,1.0,T2,2,600.0,1.0,1.0,Apparels,12,12,12000.0
4167,Mathurapur,51,F,General,Paddy cultivation,none,12000.0,4500.0,0,0,1.0,T1,3,300.0,1.0,0.5,Farming/ Agriculture,12,50,8000.0
13641,PUSAD,35,F,OBC,Fast Food Stall,none,48000.0,3200.0,0,1,1.0,T2,3,1000.0,1.0,1.0,Eateries,12,12,7500.0
24682,Muzaffarpur,35,F,OBC,Furniture Business,Daily wage labourer,40000.0,3000.0,0,2,1.0,R,4,1760.0,1.0,1.0,Carpentery work,12,12,10000.0
16787,Kozhinjampara,37,F,SC,Wet grinding,none,64800.0,4550.0,0,0,1.0,T1,2,4.0,1.0,1.0,Business Services - II,12,50,10000.0
9006,Nuapada,25,F,,General store,,0.0,3000.0,0,0,1.0,T1,0,0.0,0.0,,Retail Store,12,12,3000.0
37758,Musabani,22,F,ST,Beedi rolling business,none,48000.0,4000.0,0,2,1.0,T1,4,600.0,0.0,0.5,Tobacco Related Activities,24,24,2000.0
38559,Yairipok,31,F,OBC,Weaver,none,49000.0,2000.0,0,2,1.0,T2,4,1600.0,1.0,0.5,Apparels,15,15,12000.0
33690,Sambalpur,36,F,SC,Vegetable cultivation,Others,55200.0,1500.0,0,1,1.0,T1,3,200.0,0.0,0.5,Farming/ Agriculture,12,12,15000.0
15536,Muzaffarpur,45,F,OBC,Tailoring,Agriculture,60000.0,5000.0,0,1,1.0,R,4,100.0,1.0,1.0,Apparels,12,50,8000.0
36706,Gwalior,37,F,Obc,Education Loan,none,96000.0,6000.0,0,4,1.0,R,6,400.0,1.0,1.0,Education Loan,12,12,10000.0
22873,Shantipur,33,F,Sechudle Caste,Handloom Work,none,24000.0,3500.0,0,2,1.0,T1,4,700.0,1.0,1.0,Handicrafts,12,50,15000.0
21912,Imphal,35,F,OBC,Weaver,none,30000.0,1500.0,0,0,1.0,T2,3,1700.0,1.0,0.5,Apparels,12,12,8000.0
31188,Pune,38,F,Matang,Bangles business,none,120000.0,8000.0,0,1,1.0,R,6,100.0,0.0,1.0,Artifical Jewellry Selling,12,12,6000.0
16025,Mathurapur,39,F,General,Rice business,none,12000.0,4200.0,0,1,1.0,T1,3,375.0,1.0,0.5,Agro Based Businesses,12,50,12000.0
37715,Pusad,40,F,OBC,Education Loan,none,84000.0,4500.0,0,1,1.0,T2,3,800.0,1.0,1.0,Education Loan,12,12,8000.0
34490,Imphal,61,F,OBC,Weaver,none,36000.0,1000.0,0,1,1.0,T2,2,1600.0,1.0,1.0,Apparels,12,12,8000.0
28331,Santipur,30,F,S.c,Handloom Work,none,60000.0,3000.0,0,1,1.0,T1,3,900.0,1.0,1.0,Handicrafts,12,50,8000.0
29423,Santipur,51,F,S.c,Handloom Work,none,60000.0,3000.0,0,0,1.0,T1,3,600.0,1.0,1.0,Handicrafts,12,50,15000.0
11772,Khutabanbhera,50,F,,General store,,0.0,5000.0,0,0,1.0,T1,0,0.0,0.0,,Retail Store,12,12,5000.0
8397,Nuapada,25,F,,Tailoring,,0.0,3000.0,0,0,1.0,T2,0,0.0,0.0,,Apparels,12,12,3000.0
37218,Pusad,22,F,Muslim,Snacks business,none,36000.0,2500.0,0,0,1.0,T2,3,400.0,1.0,1.0,Food Items,12,12,8000.0
14510,Jhabua,40,F,ST,Mini hotel,Agriculture,60000.0,4000.0,0,1,1.0,T2,2,600.0,0.0,1.0,Eateries,12,12,10000.0
6144,Mathurapur,38,F,GC,Embroidery work,none,12000.0,4500.0,0,2,1.0,T1,4,300.0,1.0,0.5,Handicrafts,12,50,8000.0
18012,Sahada,40,F,O.B.C.,Poultry farm,Others,7200.0,4100.0,0,1,1.0,T2,4,250.0,0.0,0.5,Meat Businesses,12,12,8000.0
6818,PUSAD,45,F,MUSLIM,Grocery store,none,18000.0,4000.0,0,1,1.0,T2,2,1000.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
5849,Policeline,35,F,General,Betel shop,Others,8400.0,3500.0,0,2,1.0,T1,4,300.0,1.0,0.5,Tobacco Related Activities,12,12,5000.0
13968,Joynagar,21,F,General,Bird Selling,none,12000.0,4300.0,0,0,1.0,T1,2,300.0,1.0,0.5,Meat Businesses,12,50,5000.0
12940,PUSAD,35,F,OBC,Milk business,none,48000.0,3200.0,1,2,1.0,T2,4,600.0,0.0,1.0,Animal husbandry,12,12,5000.0
15250,Parola,19,F,OBC,Cash crops,none,40000.0,1500.0,0,1,1.0,T2,2,700.0,0.0,0.5,Farming/ Agriculture,12,50,10000.0
10863,Johara Puram,25,F,,Saree business,,0.0,3500.0,0,0,1.0,T1,0,0.0,0.0,,Apparels,12,50,5000.0
3406,Puri,46,F,OBC,Applique work,none,32000.0,2200.0,0,0,1.0,T2,3,350.0,1.0,0.5,Handicrafts,12,12,7500.0
12131,Balanga,38,F,,Betel shop,,0.0,1900.0,0,0,1.0,R,0,0.0,0.0,,Tobacco Related Activities,12,12,5000.0
13182,Mathurapur,26,F,GC,Artificial Flower Making,none,18000.0,4000.0,0,2,1.0,T1,4,400.0,1.0,0.5,Flower Business,12,50,8000.0
17955,Shantipur,36,F,Sechudle Caste,Handloom Work,none,12000.0,3000.0,0,2,1.0,T1,4,450.0,1.0,1.0,Handicrafts,12,50,10000.0
36865,Pusad,35,F,OBC,Mess Work,none,72000.0,3500.0,0,0,1.0,T2,2,400.0,1.0,1.0,Eateries,12,12,8000.0
11924,Parvati Nagar,32,F,,Carpenter/Wood business,,0.0,4000.0,0,0,1.0,T2,0,0.0,0.0,,Carpentery work,12,12,5000.0
15008,Dasshin Barasat,35,F,GC,Rice business,none,12000.0,4200.0,0,1,1.0,T1,4,350.0,1.0,0.5,Agro Based Businesses,12,50,10000.0
11915,Parvati Nagar,35,F,,Tailoring,,0.0,3000.0,0,0,1.0,T2,0,0.0,0.0,,Apparels,12,12,5000.0
7750,,35,F,,School,,0.0,,0,0,,,0,0.0,,,Education Loan,12,12,6000.0
30820,pune,31,F,Mehatar,School,none,96000.0,5000.0,0,3,1.0,T1,4,100.0,0.0,1.0,Education Loan,12,12,7000.0
4114,Palakkad,43,F,Christian,Cow Rearing,none,68400.0,5000.0,0,0,1.0,T1,2,5.0,1.0,0.5,Animal husbandry,12,50,7500.0
24874,Muzaffarpur,22,F,OBC,General store,Agriculture,40000.0,3000.0,0,1,1.0,R,3,880.0,1.0,1.0,Retail Store,12,12,10000.0
16544,Balasore Town,31,F,SC,Goat rearing,Others,9600.0,3800.0,0,2,1.0,T1,4,280.0,0.0,1.0,Meat Businesses,12,12,8000.0
29491,Imphal,31,F,OBC,Vegetable vendor,none,36000.0,2500.0,0,2,1.0,T2,4,1600.0,1.0,1.0,Agro Based Businesses,12,12,12000.0
2471,,24,M,Muslin,Natural Fiber Crafts,none,50400.0,3000.0,0,0,0.0,T1,1,500.0,1.0,0.5,Handicrafts,24,24,15000.0
7164,D.Barasat,36,F,SC,Beedi rolling business,none,12000.0,4000.0,0,2,1.0,T1,4,400.0,1.0,0.5,Tobacco Related Activities,12,50,8000.0
34784,Pusad,35,F,Muslim,Papad business,none,72000.0,4000.0,0,3,1.0,T2,4,400.0,1.0,1.0,Eateries,12,12,8000.0
18151,Noorsarai,34,F,SC,Vegetable cultivation,Livestock rearing,48000.0,3000.0,0,3,1.0,R,5,1361.0,0.0,0.5,Farming/ Agriculture,12,12,8000.0
35073,Balasore,38,F,General,Tailoring,Others,60000.0,5000.0,0,2,1.0,T1,5,280.0,1.0,1.0,Apparels,12,12,15000.0
9141,Godphula,52,F,,Leaf plate making,,0.0,4000.0,0,0,1.0,T1,0,0.0,0.0,,Agro Based Businesses,12,12,3000.0
19866,Pune,30,F,Muslim,Mini hotel,none,60000.0,4000.0,0,6,1.0,T1,8,150.0,0.0,1.0,Eateries,12,12,5000.0
17742,PUSAD,29,F,VJNT,Tailoring,none,24000.0,3800.0,0,2,1.0,T2,2,600.0,1.0,1.0,Apparels,12,12,10000.0
22802,Joynagar,21,F,G.C,Beedi rolling business,none,12000.0,3700.0,0,0,1.0,R,2,350.0,1.0,0.5,Tobacco Related Activities,12,50,5000.0
7015,Bhubaneswar,48,F,OBC,Sheep rearing,Agriculture,48000.0,3000.0,0,0,1.0,R,5,800.0,1.0,0.5,Animal husbandry,12,12,5000.0
22393,,26,F,OBC,Handloom Work,none,36000.0,3000.0,0,1,1.0,T2,3,750.0,0.0,1.0,Handicrafts,12,12,9000.0
4744,,38,M,Scheduled Caste,Tiffin center,Agriculture,30000.0,2500.0,0,1,1.0,T2,2,200.0,1.0,0.5,Eateries,12,50,5000.0
7102,Mathurapur,32,F,GC,Beedi rolling business,none,14400.0,3700.0,0,2,1.0,T1,4,300.0,1.0,0.5,Tobacco Related Activities,12,50,10000.0
13510,Baruipur,22,F,GC,Beedi rolling business,none,12000.0,4200.0,0,2,1.0,T2,4,300.0,1.0,0.0,Tobacco Related Activities,12,50,5000.0
3355,Sergarh,28,F,SC,Banana Cultivation,Others,7200.0,3000.0,0,2,1.0,T2,4,280.0,1.0,0.5,Farming/ Agriculture,12,12,5000.0
36771,Gwalior,32,F,0bc,Grocery store,none,120000.0,7500.0,0,2,1.0,R,4,330.0,1.0,1.0,Agro Based Businesses,12,12,8000.0
17706,PUSAD,30,F,OBC,Pottery making,none,48000.0,2500.0,0,2,1.0,T2,2,600.0,1.0,1.0,Handicrafts,12,12,15000.0
10962,Behraich,50,F,,Provision store,,0.0,1400.0,0,0,,,0,0.0,0.0,,Retail Store,12,12,7500.0
22584,Sambalpur,40,F,OBC,Vegetable cultivation,Others,24000.0,1200.0,0,1,1.0,T1,3,200.0,0.0,0.5,Farming/ Agriculture,12,12,8000.0
34591,Pusad,39,F,Muslim,Papad business,none,72000.0,4000.0,0,1,1.0,T2,2,1000.0,1.0,1.0,Eateries,12,12,15000.0
3486,,26,F,gen,School,none,36000.0,6000.0,0,1,1.0,T2,3,400.0,1.0,0.5,Education Loan,12,12,3000.0
24762,Bahoriband,28,F,ST,Goat rearing,Daily wage labourer,32000.0,2500.0,0,0,1.0,T2,2,300.0,0.0,0.5,Meat Businesses,12,12,10000.0
18290,PUSAD,39,F,MUSLIM,Saree business,none,24000.0,4000.0,0,0,1.0,T2,5,1000.0,1.0,1.0,Apparels,12,12,10000.0
4008,Policeline,43,F,General,Saree business,Others,18000.0,4000.0,0,1,1.0,R,4,350.0,1.0,0.5,Apparels,12,12,5000.0
32260,Imphal,43,F,OBC,Petty shop,none,56000.0,1500.0,0,2,1.0,T2,4,1400.0,1.0,0.5,Retail Store,12,12,12000.0
28537,Joynagar,42,F,S.C,Saree business,none,60000.0,4200.0,0,2,1.0,R,4,510.0,1.0,0.5,Apparels,12,50,15000.0
9326,Pusad,40,F,,Provision store,,0.0,5300.0,0,0,1.0,T2,0,0.0,0.0,,Retail Store,12,12,5000.0
30706,Balasore,29,F,General,School,none,13800.0,4150.0,0,2,1.0,R,4,300.0,1.0,1.0,Education Loan,12,12,14000.0
30437,Imphal,47,F,OBC,Weaver,none,42000.0,2000.0,0,0,1.0,T2,4,1450.0,1.0,1.0,Apparels,12,12,12000.0
12877,PUSAD,30,F,MUSLIM,Artificial Jewellery Business,none,18000.0,3500.0,0,3,1.0,T2,2,300.0,1.0,1.0,Artifical Jewellry Selling,12,12,7500.0
11215,Mathurapur,32,F,,Poultry farm,,0.0,3500.0,0,0,1.0,T1,0,0.0,0.0,,Meat Businesses,12,51,5000.0
32194,Pusad,42,F,OBC,Mess Work,none,72000.0,3500.0,0,0,1.0,T2,3,900.0,1.0,1.0,Eateries,12,12,12000.0
13718,Kozhinjampara,35,F,Muslim,Rice business,Daily wage labourer,60000.0,4500.0,0,3,1.0,T1,2,4.0,1.0,1.0,Agro Based Businesses,12,50,7500.0
20106,Bahoriband,37,F,Minority,Poultry farm,none,48000.0,3200.0,0,3,1.0,T2,2,625.0,0.0,0.5,Meat Businesses,12,12,5000.0
7609,,52,F,,Cow Rearing,,0.0,4100.0,0,0,1.0,T1,0,0.0,0.0,,Animal husbandry,12,50,5000.0
27484,Pusad,28,F,OBC,Grocery store,none,24000.0,3500.0,0,2,1.0,T2,2,300.0,1.0,1.0,Agro Based Businesses,12,12,15000.0
25570,Bahoriband,46,F,OBC,Cow Rearing,none,48000.0,2500.0,0,0,1.0,T2,1,600.0,0.0,0.5,Animal husbandry,12,12,8000.0
6410,,28,F,general,School,none,0.0,2500.0,0,1,1.0,T1,1,1200.0,1.0,0.5,Education Loan,12,12,7000.0
13810,Sambalpur,45,F,OBC,Grocery store,Others,60000.0,4000.0,0,1,1.0,R,4,1200.0,1.0,1.0,Agro Based Businesses,12,12,5000.0
2779,Perur,35,F,OBC,School,none,24000.0,5500.0,1,1,1.0,R,5,450.0,1.0,0.5,Education Loan,12,12,7000.0
4155,Puri,45,M,OBC,Bakery,none,24000.0,1700.0,0,2,1.0,T1,1,350.0,1.0,0.5,Eateries,12,12,5000.0
17220,Shantipur,36,F,Sechudle Caste,Thread making,none,24000.0,3000.0,0,1,1.0,T1,3,600.0,1.0,1.0,Business Services - II,12,50,14000.0
